motif_id,term,n_mentions,category,biome_hint
l46,аляски,1,region,Tundra/Boreal
l46,северное,1,direction,Northern
l46,стрела,2,artefact,generic
l46,маниока,1,artefact,Trop. Moist — manioc
l46,лук,1,artefact,"generic, ambiguous (also = onion)"
l47,нарты,1,artefact,Tundra/Boreal — sledge pl
l48,нарты,1,artefact,Tundra/Boreal — sledge pl
l48,стрела,2,artefact,generic
l48,лук,1,artefact,"generic, ambiguous (also = onion)"
l48,южный,1,direction,Southern
l50,лук,5,artefact,"generic, ambiguous (also = onion)"
l52,ямса,1,artefact,Trop. Moist
l52,стрела,1,artefact,generic
l53,северного,1,direction,Northern
l53,лук,3,artefact,"generic, ambiguous (also = onion)"
l53,стрела,2,artefact,generic
l53,маис,1,artefact,Trop./Temp. — maize
l54,маниока,1,artefact,Trop. Moist — manioc
l55,стрела,1,artefact,generic
l55,маниока,1,artefact,Trop. Moist — manioc
l56,скандинавии,1,region,Boreal
l56,лук,2,artefact,"generic, ambiguous (also = onion)"
l57,стрела,2,artefact,generic
l57,гарпун,1,artefact,Arctic/coastal — harpoon
l57a,лук,2,artefact,"generic, ambiguous (also = onion)"
l57b,карелия,1,region,Boreal
l59,лук,1,artefact,"generic, ambiguous (also = onion)"
l59,стрела,1,artefact,generic
l59,гренландии,1,region,Tundra
l59a,лук,1,artefact,"generic, ambiguous (also = onion)"
l59a,стрела,1,artefact,generic
l59a,гренландии,1,region,Tundra
l5f,нарта,1,artefact,Tundra/Boreal — sledge
l5f,нарты,1,artefact,Tundra/Boreal — sledge pl
l5f,аляски,1,region,Tundra/Boreal
l5g,нарты,1,artefact,Tundra/Boreal — sledge pl
l5h,нарты,1,artefact,Tundra/Boreal — sledge pl
l6,ямса,1,artefact,Trop. Moist
l6,азии,1,continent,?
l6,маниока,1,artefact,Trop. Moist — manioc
l61,аляски,1,region,Tundra/Boreal
l64,стрела,2,artefact,generic
l65,якутия,1,region,Boreal/Tundra
l65,стрела,1,artefact,generic
l65,нарты,1,artefact,Tundra/Boreal — sledge pl
l65,аляски,1,region,Tundra/Boreal
l65a,лук,2,artefact,"generic, ambiguous (also = onion)"
l65a,колымы,1,river,Tundra
l65b,лук,6,artefact,"generic, ambiguous (also = onion)"
l65b,якутия,1,region,Boreal/Tundra
l65b,стрела,1,artefact,generic
l65b,колымы,1,river,Tundra
l65c,камчатки,1,region,Boreal/Tundra
l65c,якутии,1,region,Boreal/Tundra
l66,лук,8,artefact,"generic, ambiguous (also = onion)"
l66,гарпун,1,artefact,Arctic/coastal — harpoon
l66,стрела,1,artefact,generic
l68,лук,1,artefact,"generic, ambiguous (also = onion)"
l6a,азии,1,continent,?
l7,нарте,1,artefact,Tundra/Boreal
l7,ямс,1,artefact,Trop. Moist — yam
l7,маниока,1,artefact,Trop. Moist — manioc
l7,гарпун,1,artefact,Arctic/coastal — harpoon
l70,ямса,1,artefact,Trop. Moist
l70,лук,2,artefact,"generic, ambiguous (also = onion)"
l70,северного,1,direction,Northern
l70,нарте,1,artefact,Tundra/Boreal
l70,южный,1,direction,Southern
l70,стрела,1,artefact,generic
l72,мадагаскара,1,region,Trop. Moist/Savanna
l72,лук,13,artefact,"generic, ambiguous (also = onion)"
l72,северная,1,direction,Northern
l72,пирога,1,artefact,Trop. — pirogue
l72,пироги,2,artefact,Trop.
l72,стрела,9,artefact,generic
l72,нарты,5,artefact,Tundra/Boreal — sledge pl
l72,нарта,2,artefact,Tundra/Boreal — sledge
l72,якутия,1,region,Boreal/Tundra
l72,камчатки,1,region,Boreal/Tundra
l72,аляски,1,region,Tundra/Boreal
l72,северное,1,direction,Northern
l72a,лук,4,artefact,"generic, ambiguous (also = onion)"
l72a,пироги,1,artefact,Trop.
l72a,стрела,5,artefact,generic
l72a,нарты,4,artefact,Tundra/Boreal — sledge pl
l72a,нарта,2,artefact,Tundra/Boreal — sledge
l72a,камчатки,1,region,Boreal/Tundra
l72b,пироги,1,artefact,Trop.
l72b,лук,2,artefact,"generic, ambiguous (also = onion)"
l72b,стрела,5,artefact,generic
l72b,нарта,2,artefact,Tundra/Boreal — sledge
l72b,нарты,2,artefact,Tundra/Boreal — sledge pl
l72c,лук,1,artefact,"generic, ambiguous (also = onion)"
l72f,лук,1,artefact,"generic, ambiguous (also = onion)"
l72g,лук,1,artefact,"generic, ambiguous (also = onion)"
l73,пирога,2,artefact,Trop. — pirogue
l73,пироги,2,artefact,Trop.
l73,стрела,1,artefact,generic
l74a,стрела,2,artefact,generic
l79,аляски,1,region,Tundra/Boreal
l81,карелия,1,region,Boreal
l81,стрела,1,artefact,generic
l81,нарты,2,artefact,Tundra/Boreal — sledge pl
l81,нарта,2,artefact,Tundra/Boreal — sledge
l81,лук,2,artefact,"generic, ambiguous (also = onion)"
l81a,лук,1,artefact,"generic, ambiguous (also = onion)"
l81a2,карелия,1,region,Boreal
l81a2,стрела,1,artefact,generic
l81a2,нарта,2,artefact,Tundra/Boreal — sledge
l81a2,лук,2,artefact,"generic, ambiguous (also = onion)"
l81b,стрела,3,artefact,generic
l81b,нарта,2,artefact,Tundra/Boreal — sledge
l81b,лук,4,artefact,"generic, ambiguous (also = onion)"
l84,ямс,1,artefact,Trop. Moist — yam
l84,маниока,1,artefact,Trop. Moist — manioc
l84,стрела,1,artefact,generic
l85,маис,2,artefact,Trop./Temp. — maize
l85,мадагаскар,1,region,Trop. Moist/Savanna
l85,мадагаскара,1,region,Trop. Moist/Savanna
l85,лук,1,artefact,"generic, ambiguous (also = onion)"
l85,северный,1,direction,Northern
l85,южный,1,direction,Southern
l85,стрела,5,artefact,generic
l85,якутии,1,region,Boreal/Tundra
l85,аляски,1,region,Tundra/Boreal
l85,гренландии,1,region,Tundra
l85,гарпун,1,artefact,Arctic/coastal — harpoon
l85a,альпы,1,mountain,Mediterranean
l85b,лук,2,artefact,"generic, ambiguous (also = onion)"
l85b,стрела,1,artefact,generic
l85b1,лук,1,artefact,"generic, ambiguous (also = onion)"
l86,лук,1,artefact,"generic, ambiguous (also = onion)"
l87,стрела,3,artefact,generic
l87,лук,1,artefact,"generic, ambiguous (also = onion)"
l88,ямс,1,artefact,Trop. Moist — yam
l88,стрела,1,artefact,generic
l88,лук,1,artefact,"generic, ambiguous (also = onion)"
l90,гималаи,1,mountain,Mountain
l90,стрела,1,artefact,generic
l90,лук,1,artefact,"generic, ambiguous (also = onion)"
l90,азии,1,continent,?
l90,алтай,2,mountain,Mountain/Steppe
l90,гарпун,1,artefact,Arctic/coastal — harpoon
l90a,стрела,2,artefact,generic
l90a,пироги,1,artefact,Trop.
l92,лук,4,artefact,"generic, ambiguous (also = onion)"
l92,северного,1,direction,Northern
l93a,нил,2,river,Desert/Trop. Savanna
l93a,северная,1,direction,Northern
l93a,стрела,3,artefact,generic
l93a,лук,4,artefact,"generic, ambiguous (also = onion)"
l93a,северного,1,direction,Northern
l93a,нарты,1,artefact,Tundra/Boreal — sledge pl
l93a,аляски,1,region,Tundra/Boreal
l93a,гарпуном,1,artefact,Arctic/coastal
l93b,стрела,1,artefact,generic
l93b,лук,1,artefact,"generic, ambiguous (also = onion)"
l94,лук,8,artefact,"generic, ambiguous (also = onion)"
l94,северный,2,direction,Northern
l94,стрела,6,artefact,generic
l94,пирога,2,artefact,Trop. — pirogue
l94,пироги,3,artefact,Trop.
l94,нарта,4,artefact,Tundra/Boreal — sledge
l94a,северная,1,direction,Northern
l94a,пирога,2,artefact,Trop. — pirogue
l94a,стрела,3,artefact,generic
l94a,пироги,1,artefact,Trop.
l94a,лук,3,artefact,"generic, ambiguous (also = onion)"
l95,южный,1,direction,Southern
l95,лук,5,artefact,"generic, ambiguous (also = onion)"
l96,северный,1,direction,Northern
l96,карелия,1,region,Boreal
l96b,стрела,3,artefact,generic
l96b,нарта,4,artefact,Tundra/Boreal — sledge
l97,стрела,1,artefact,generic
l97,полярный,1,climate,Arctic
l98,северный,1,direction,Northern
l98,лук,3,artefact,"generic, ambiguous (also = onion)"
l98,стрела,1,artefact,generic
l98,маниока,1,artefact,Trop. Moist — manioc
l9a,лук,1,artefact,"generic, ambiguous (also = onion)"
l9b,северное,1,direction,Northern
l9e,лук,1,artefact,"generic, ambiguous (also = onion)"
l9e,алтая,1,mountain,Mountain/Steppe
m10,ямс,1,artefact,Trop. Moist — yam
m10,ямса,1,artefact,Trop. Moist
m100,стрела,2,artefact,generic
m100,нарты,1,artefact,Tundra/Boreal — sledge pl
m100a,стрела,1,artefact,generic
m101,нарте,1,artefact,Tundra/Boreal
m101,стрела,1,artefact,generic
m101,лук,1,artefact,"generic, ambiguous (also = onion)"
m101a,альпы,1,mountain,Mediterranean
m101a,карелия,1,region,Boreal
m101b,альпы,1,mountain,Mediterranean
m101b,карелия,1,region,Boreal
m104,ямс,1,artefact,Trop. Moist — yam
m104,лук,2,artefact,"generic, ambiguous (also = onion)"
m104,австралия,1,region,Desert/Savanna (Aus)
m104,ямса,1,artefact,Trop. Moist
m104,австралии,1,region,Desert/Savanna (Aus)
m105a,австралия,1,region,Desert/Savanna (Aus)
m106,африке,1,region,Trop. Savanna/Moist
m106,карелия,1,region,Boreal
m106,нарты,1,artefact,Tundra/Boreal — sledge pl
m106b,нарты,1,artefact,Tundra/Boreal — sledge pl
m106e,карелия,1,region,Boreal
m106f,карелия,1,region,Boreal
m108,лук,1,artefact,"generic, ambiguous (also = onion)"
m108a,сахара,1,region,Desert
m109,стрела,6,artefact,generic
m109,нарты,6,artefact,Tundra/Boreal — sledge pl
m109,аляски,1,region,Tundra/Boreal
m109a,сахара,1,region,Desert
m111,меланезии,1,region,Trop. Moist (Pacific)
m114,лук,1,artefact,"generic, ambiguous (also = onion)"
m114,стрела,1,artefact,generic
m114,пирога,1,artefact,Trop. — pirogue
m114a,лук,1,artefact,"generic, ambiguous (also = onion)"
m114a,стрела,1,artefact,generic
m114b,лук,4,artefact,"generic, ambiguous (also = onion)"
m114b,карелия,1,region,Boreal
m114d1,карелия,1,region,Boreal
m114f,стрела,1,artefact,generic
m114g,стрела,1,artefact,generic
m114i,северный,1,direction,Northern
m115,индонезии,1,region,Trop. Moist
m116,нарты,3,artefact,Tundra/Boreal — sledge pl
m116,лук,1,artefact,"generic, ambiguous (also = onion)"
m116a,нарты,3,artefact,Tundra/Boreal — sledge pl
m118,маниока,1,artefact,Trop. Moist — manioc
m118,ямс,1,artefact,Trop. Moist — yam
m118,ямса,1,artefact,Trop. Moist
m118,нил,1,river,Desert/Trop. Savanna
m118a,нил,1,river,Desert/Trop. Savanna
m11c,стрела,4,artefact,generic
m12,полярный,1,climate,Arctic
m120,стрела,2,artefact,generic
m120,пироги,1,artefact,Trop.
m120,африканская,1,region,Trop. Savanna/Moist
m120,евразии,1,continent,?
m120,лук,1,artefact,"generic, ambiguous (also = onion)"
m120a,пироги,1,artefact,Trop.
m120b,африканская,1,region,Trop. Savanna/Moist
m120b,евразии,1,continent,?
m121,маниока,1,artefact,Trop. Moist — manioc
m122,гарпуном,1,artefact,Arctic/coastal
m122,гарпуна,1,artefact,Arctic/coastal
m122,лук,1,artefact,"generic, ambiguous (also = onion)"
m123,аляска,1,region,Tundra/Boreal
m123b,аляски,1,region,Tundra/Boreal
m123c,аляска,1,region,Tundra/Boreal
m123d,северного,1,direction,Northern
m124,лук,1,artefact,"generic, ambiguous (also = onion)"
m124,сибирь,1,region,Tundra/Boreal
m125,стрела,2,artefact,generic
m127,лук,4,artefact,"generic, ambiguous (also = onion)"
m127a,карелия,1,region,Boreal
m127a,пироги,5,artefact,Trop.
m127a,южный,1,direction,Southern
m13,северное,1,direction,Northern
m130a,лук,1,artefact,"generic, ambiguous (also = onion)"
m131,нарты,1,artefact,Tundra/Boreal — sledge pl
m134,лук,2,artefact,"generic, ambiguous (also = onion)"
m134c,лук,3,artefact,"generic, ambiguous (also = onion)"
m135a,карелия,1,region,Boreal
m136,лук,1,artefact,"generic, ambiguous (also = onion)"
m136,нарты,3,artefact,Tundra/Boreal — sledge pl
m136,карелия,1,region,Boreal
m136a,нарты,1,artefact,Tundra/Boreal — sledge pl
m136b,карелия,1,region,Boreal
m136c,пироги,1,artefact,Trop.
m136d,нил,1,river,Desert/Trop. Savanna
m136d,северный,1,direction,Northern
m136d,карелия,2,region,Boreal
m137,сибири,1,region,Tundra/Boreal
m140,карелия,1,region,Boreal
m140,нарты,7,artefact,Tundra/Boreal — sledge pl
m140,стрела,7,artefact,generic
m140,нарте,2,artefact,Tundra/Boreal
m140,якутии,1,region,Boreal/Tundra
m140a,якутия,1,region,Boreal/Tundra
m140a,нарты,1,artefact,Tundra/Boreal — sledge pl
m141,карелия,1,region,Boreal
m141,пироги,1,artefact,Trop.
m142,нарты,1,artefact,Tundra/Boreal — sledge pl
m142,стрела,5,artefact,generic
m143,стрела,2,artefact,generic
m143,южный,1,direction,Southern
m144,северная,1,direction,Northern
m144,ямс,4,artefact,Trop. Moist — yam
m144a,ямс,4,artefact,Trop. Moist — yam
m147b,северный,1,direction,Northern
m148,лук,1,artefact,"generic, ambiguous (also = onion)"
m149,нарты,1,artefact,Tundra/Boreal — sledge pl
m149a,стрела,1,artefact,generic
m149a,лук,1,artefact,"generic, ambiguous (also = onion)"
m150,сахара,1,region,Desert
m150,нарте,1,artefact,Tundra/Boreal
m150,стрела,1,artefact,generic
m152,карелия,1,region,Boreal
m152,нарта,1,artefact,Tundra/Boreal — sledge
m152,нарты,1,artefact,Tundra/Boreal — sledge pl
m152,пироги,1,artefact,Trop.
m152a,нарта,1,artefact,Tundra/Boreal — sledge
m152a,нарты,1,artefact,Tundra/Boreal — sledge pl
m152a,пироги,1,artefact,Trop.
m152d,северного,1,direction,Northern
m154,нила,1,river,Desert/Trop. Savanna
m154,нил,1,river,Desert/Trop. Savanna
m154,стрела,1,artefact,generic
m154a,северный,1,direction,Northern
m154a,нила,1,river,Desert/Trop. Savanna
m154a,нил,1,river,Desert/Trop. Savanna
m156,лук,1,artefact,"generic, ambiguous (also = onion)"
m156,ямса,1,artefact,Trop. Moist
m156,ямс,1,artefact,Trop. Moist — yam
m156,африке,1,region,Trop. Savanna/Moist
m156,нил,2,river,Desert/Trop. Savanna
m157,лук,3,artefact,"generic, ambiguous (also = onion)"
m157,карелия,1,region,Boreal
m157,стрела,1,artefact,generic
m157,пирога,1,artefact,Trop. — pirogue
m157a1,стрела,1,artefact,generic
m157a1,пирога,1,artefact,Trop. — pirogue
m157a2,лук,1,artefact,"generic, ambiguous (also = onion)"
m157a2,карелия,1,region,Boreal
m157a3,стрела,1,artefact,generic
m157a3,пирога,1,artefact,Trop. — pirogue
m157a4,лук,3,artefact,"generic, ambiguous (also = onion)"
m157a4,карелия,1,region,Boreal
m157b,сибирские,1,region,Tundra/Boreal
m157b,лук,3,artefact,"generic, ambiguous (also = onion)"
m158,лук,14,artefact,"generic, ambiguous (also = onion)"
m158,карелия,2,region,Boreal
m158,пироги,1,artefact,Trop.
m16,лук,6,artefact,"generic, ambiguous (also = onion)"
m16,стрела,2,artefact,generic
m16,гренландии,1,region,Tundra
m162,пироги,1,artefact,Trop.
m162a,стрела,2,artefact,generic
m162a,нарты,1,artefact,Tundra/Boreal — sledge pl
m163,африке,1,region,Trop. Savanna/Moist
m163,северный,1,direction,Northern
m165,лук,2,artefact,"generic, ambiguous (also = onion)"
m16a,аляски,2,region,Tundra/Boreal
m17,лук,4,artefact,"generic, ambiguous (also = onion)"
m17,нарте,1,artefact,Tundra/Boreal
m17,якутии,1,region,Boreal/Tundra
m17,аляски,1,region,Tundra/Boreal
m17,стрела,1,artefact,generic
m171,ямс,5,artefact,Trop. Moist — yam
m171,лук,2,artefact,"generic, ambiguous (also = onion)"
m171,сахара,1,region,Desert
m171a,ямс,2,artefact,Trop. Moist — yam
m171a,лук,2,artefact,"generic, ambiguous (also = onion)"
m171a,сахара,1,region,Desert
m171b,стрела,1,artefact,generic
m171b,нарты,2,artefact,Tundra/Boreal — sledge pl
m171b,лук,2,artefact,"generic, ambiguous (also = onion)"
m173,нил,1,river,Desert/Trop. Savanna
m174,лук,1,artefact,"generic, ambiguous (also = onion)"
m178,карелия,1,region,Boreal
m179,карелия,1,region,Boreal
m179a,карелия,2,region,Boreal
m179b,северный,1,direction,Northern
m18,гарпуна,1,artefact,Arctic/coastal
m18,гарпун,14,artefact,Arctic/coastal — harpoon
m18,аляски,1,region,Tundra/Boreal
m18,гарпуном,5,artefact,Arctic/coastal
m18,лук,2,artefact,"generic, ambiguous (also = onion)"
m18,стрела,1,artefact,generic
m180,южный,1,direction,Southern
m181,ямс,1,artefact,Trop. Moist — yam
m181a,стрела,2,artefact,generic
m181b,ямс,3,artefact,Trop. Moist — yam
m181b,маниока,1,artefact,Trop. Moist — manioc
m182,ямс,5,artefact,Trop. Moist — yam
m182b,пироги,1,artefact,Trop.
m183,лук,4,artefact,"generic, ambiguous (also = onion)"
m183,микронезии,1,region,Trop. Moist (Pacific)
m185,южный,1,direction,Southern
m185a,южный,1,direction,Southern
m185a,микронезии,1,region,Trop. Moist (Pacific)
m18b,аляски,1,region,Tundra/Boreal
m19,гарпун,1,artefact,Arctic/coastal — harpoon
m190,аляски,1,region,Tundra/Boreal
m190,северный,1,direction,Northern
m191,карелия,2,region,Boreal
m191,южный,1,direction,Southern
m192a,лук,2,artefact,"generic, ambiguous (also = onion)"
m195,стрела,1,artefact,generic
m195,лук,1,artefact,"generic, ambiguous (also = onion)"
m195a,лук,3,artefact,"generic, ambiguous (also = onion)"
m196,карелия,1,region,Boreal
m197a,северная,1,direction,Northern
m197b,стрела,1,artefact,generic
m198b,сахары,1,region,Desert
m198b,пироги,1,artefact,Trop.
m198b,стрела,1,artefact,generic
m198b2,сахары,1,region,Desert
m198b2,пироги,1,artefact,Trop.
m199,нарта,1,artefact,Tundra/Boreal — sledge
m199,нарты,1,artefact,Tundra/Boreal — sledge pl
m199a,нарты,3,artefact,Tundra/Boreal — sledge pl
m199a,пироги,1,artefact,Trop.
m199c,карелия,1,region,Boreal
m199d,северный,1,direction,Northern
m199d,пироги,1,artefact,Trop.
m199e,пироги,1,artefact,Trop.
m199f,пироги,1,artefact,Trop.
m199g2,стрела,2,artefact,generic
m199h,лук,1,artefact,"generic, ambiguous (also = onion)"
m199j,нарта,1,artefact,Tundra/Boreal — sledge
m199j,нарты,1,artefact,Tundra/Boreal — sledge pl
m199j,пироги,1,artefact,Trop.
m21,ямса,2,artefact,Trop. Moist
m21,стрела,5,artefact,generic
m21,нарты,2,artefact,Tundra/Boreal — sledge pl
m21,северное,1,direction,Northern
m21,камчатки,1,region,Boreal/Tundra
m21,лук,1,artefact,"generic, ambiguous (also = onion)"
m21,анды,1,mountain,Mountain
m21a,лук,1,artefact,"generic, ambiguous (also = onion)"
m22,ямса,1,artefact,Trop. Moist
m22,стрела,1,artefact,generic
m23,индонезии,1,region,Trop. Moist
m23,стрела,2,artefact,generic
m26,стрела,1,artefact,generic
m26a,сибирь,1,region,Tundra/Boreal
m26a,ямс,2,artefact,Trop. Moist — yam
m27,лук,1,artefact,"generic, ambiguous (also = onion)"
m27,стрела,4,artefact,generic
m28,стрела,1,artefact,generic
m28,лук,1,artefact,"generic, ambiguous (also = onion)"
m29a,аляски,1,region,Tundra/Boreal
m29b,камчатки,1,region,Boreal/Tundra
m29b,аляски,1,region,Tundra/Boreal
m29b1,пироги,1,artefact,Trop.
m29gg,лук,7,artefact,"generic, ambiguous (also = onion)"
m3,нил,1,river,Desert/Trop. Savanna
m3,нарте,1,artefact,Tundra/Boreal
m3,стрела,1,artefact,generic
m3,камчатки,1,region,Boreal/Tundra
m3,нарты,1,artefact,Tundra/Boreal — sledge pl
m30,пироги,1,artefact,Trop.
m30,аляски,1,region,Tundra/Boreal
m30,аляска,1,region,Tundra/Boreal
m30,стрела,2,artefact,generic
m30,лук,2,artefact,"generic, ambiguous (also = onion)"
m30b,лук,1,artefact,"generic, ambiguous (also = onion)"
m30c,стрела,1,artefact,generic
m34,гарпун,1,artefact,Arctic/coastal — harpoon
m36,южный,3,direction,Southern
m36,гарпун,1,artefact,Arctic/coastal — harpoon
m38,карелия,1,region,Boreal
m38,лук,1,artefact,"generic, ambiguous (also = onion)"
m38,нарте,1,artefact,Tundra/Boreal
m38,гарпун,1,artefact,Arctic/coastal — harpoon
m38,стрела,4,artefact,generic
m38a,лук,1,artefact,"generic, ambiguous (also = onion)"
m38a,нарте,1,artefact,Tundra/Boreal
m38a,гарпун,1,artefact,Arctic/coastal — harpoon
m38a,стрела,4,artefact,generic
m38b2,стрела,10,artefact,generic
m38b2,лук,1,artefact,"generic, ambiguous (also = onion)"
m38c,карелия,2,region,Boreal
m38d,южный,1,direction,Southern
m38d2,южный,1,direction,Southern
m39a,сахара,1,region,Desert
m39a,якутии,1,region,Boreal/Tundra
m39a3,северный,1,direction,Northern
m39a3a,северный,1,direction,Northern
m39a3a,сахара,1,region,Desert
m39a5a,пироги,2,artefact,Trop.
m39a5a,карелия,2,region,Boreal
m39a6,стрела,1,artefact,generic
m39a6a,лук,1,artefact,"generic, ambiguous (also = onion)"
m39a6b,северного,1,direction,Northern
m39a6c,лук,1,artefact,"generic, ambiguous (also = onion)"
m39a6d,лук,4,artefact,"generic, ambiguous (also = onion)"
m39a6d,северного,1,direction,Northern
m39a6d,стрела,1,artefact,generic
m39a6d,якутии,1,region,Boreal/Tundra
m39a6f,северного,1,direction,Northern
m39a6f,сахара,1,region,Desert
m39a6i,лук,3,artefact,"generic, ambiguous (also = onion)"
m39b,стрела,1,artefact,generic
m39b,лук,2,artefact,"generic, ambiguous (also = onion)"
m39b,нарты,2,artefact,Tundra/Boreal — sledge pl
m39f,карелия,1,region,Boreal
m39h,пироги,1,artefact,Trop.
m39h,лук,1,artefact,"generic, ambiguous (also = onion)"
m39i,карелия,1,region,Boreal
m3a,камчатки,1,region,Boreal/Tundra
m3a,нарты,1,artefact,Tundra/Boreal — sledge pl
m4,южный,1,direction,Southern
m4,стрела,1,artefact,generic
m40,сахара,1,region,Desert
m40,нарте,2,artefact,Tundra/Boreal
m40,стрела,2,artefact,generic
m40,лук,2,artefact,"generic, ambiguous (also = onion)"
m41,лук,1,artefact,"generic, ambiguous (also = onion)"
m41,стрела,1,artefact,generic
m42,лук,2,artefact,"generic, ambiguous (also = onion)"
m42,нарте,1,artefact,Tundra/Boreal
m42,нарты,1,artefact,Tundra/Boreal — sledge pl
m42,южный,4,direction,Southern
m42,гарпун,1,artefact,Arctic/coastal — harpoon
m42,маниока,1,artefact,Trop. Moist — manioc
m42a,нарты,1,artefact,Tundra/Boreal — sledge pl
m42a,южный,3,direction,Southern
m42a,гарпун,1,artefact,Arctic/coastal — harpoon
m42c,стрела,1,artefact,generic
m43,лук,1,artefact,"generic, ambiguous (also = onion)"
m44c,ямс,1,artefact,Trop. Moist — yam
m44c,лук,6,artefact,"generic, ambiguous (also = onion)"
m44c,стрела,1,artefact,generic
m44c,маниока,1,artefact,Trop. Moist — manioc
m45,карелия,1,region,Boreal
m45,северный,1,direction,Northern
m45a,якутии,1,region,Boreal/Tundra
m46a,гарпун,1,artefact,Arctic/coastal — harpoon
m46b,лук,1,artefact,"generic, ambiguous (also = onion)"
m46b,стрела,1,artefact,generic
m46b,аляски,1,region,Tundra/Boreal
m46c,аляски,1,region,Tundra/Boreal
m46d,северное,1,direction,Northern
m46d,лук,2,artefact,"generic, ambiguous (also = onion)"
m46d,аляски,1,region,Tundra/Boreal
m48,стрела,1,artefact,generic
m49,нила,1,river,Desert/Trop. Savanna
m49,лук,5,artefact,"generic, ambiguous (also = onion)"
m49,нарты,3,artefact,Tundra/Boreal — sledge pl
m49,стрела,4,artefact,generic
m49,гарпун,11,artefact,Arctic/coastal — harpoon
m49,гарпуном,3,artefact,Arctic/coastal
m49a,гарпуном,3,artefact,Arctic/coastal
m49a,лук,3,artefact,"generic, ambiguous (also = onion)"
m49a,гарпун,9,artefact,Arctic/coastal — harpoon
m49a,стрела,2,artefact,generic
m5,нарты,2,artefact,Tundra/Boreal — sledge pl
m5,амазонка,1,river,Trop. Moist
m5,ямса,1,artefact,Trop. Moist
m5,стрела,1,artefact,generic
m50,бумеранг,1,artefact,Australia — boomerang
m50,стрела,4,artefact,generic
m50,лук,1,artefact,"generic, ambiguous (also = onion)"
m51,лук,2,artefact,"generic, ambiguous (also = onion)"
m51,южный,1,direction,Southern
m52,лук,1,artefact,"generic, ambiguous (also = onion)"
m52,южный,1,direction,Southern
m53f,лук,2,artefact,"generic, ambiguous (also = onion)"
m54,южный,2,direction,Southern
m56b,ямса,1,artefact,Trop. Moist
m56d,африке,1,region,Trop. Savanna/Moist
m57a,ямс,1,artefact,Trop. Moist — yam
m57a,стрела,2,artefact,generic
m57a,сибирь,1,region,Tundra/Boreal
m57a,азия,1,continent,?
m57a,нарте,1,artefact,Tundra/Boreal
m57a,северный,1,direction,Northern
m57a,лук,1,artefact,"generic, ambiguous (also = onion)"
m57c,средиземноморье,1,region,Mediterranean
m57c,карелия,1,region,Boreal
m57c,северный,1,direction,Northern
m57c,пироги,1,artefact,Trop.
m57d,южный,1,direction,Southern
m57d,карелия,1,region,Boreal
m57d,северный,2,direction,Northern
m57d2,карелия,1,region,Boreal
m57d3,южный,1,direction,Southern
m57d3,северный,3,direction,Northern
m57d4,стрела,1,artefact,generic
m58,лук,1,artefact,"generic, ambiguous (also = onion)"
m58,стрела,1,artefact,generic
m58,северного,2,direction,Northern
m59,лук,1,artefact,"generic, ambiguous (also = onion)"
m59,южный,1,direction,Southern
m5a,ямс,1,artefact,Trop. Moist — yam
m60,стрела,1,artefact,generic
m60,лук,5,artefact,"generic, ambiguous (also = onion)"
m60,карелия,1,region,Boreal
m60,гарпуном,3,artefact,Arctic/coastal
m60,гарпун,10,artefact,Arctic/coastal — harpoon
m60a1,лук,3,artefact,"generic, ambiguous (also = onion)"
m60a1,стрела,4,artefact,generic
m60a1,нарте,1,artefact,Tundra/Boreal
m60a2,лук,3,artefact,"generic, ambiguous (also = onion)"
m60a2,стрела,3,artefact,generic
m60b,лук,1,artefact,"generic, ambiguous (also = onion)"
m61a,лук,1,artefact,"generic, ambiguous (also = onion)"
m61a,южный,2,direction,Southern
m61a2,лук,1,artefact,"generic, ambiguous (also = onion)"
m61a2,южный,2,direction,Southern
m62b,стрела,2,artefact,generic
m62b,нарты,2,artefact,Tundra/Boreal — sledge pl
m62b,северное,1,direction,Northern
m62f,ямс,1,artefact,Trop. Moist — yam
m63,лук,3,artefact,"generic, ambiguous (also = onion)"
m63,южный,1,direction,Southern
m7,стрела,2,artefact,generic
m7,лук,1,artefact,"generic, ambiguous (also = onion)"
m7,маниока,1,artefact,Trop. Moist — manioc
m7,гарпун,1,artefact,Arctic/coastal — harpoon
m72,гарпун,1,artefact,Arctic/coastal — harpoon
m73,стрела,1,artefact,generic
m74a,карелия,1,region,Boreal
m74a,стрела,2,artefact,generic
m74a,лук,2,artefact,"generic, ambiguous (also = onion)"
m74a,нарты,1,artefact,Tundra/Boreal — sledge pl
m74a,нарте,1,artefact,Tundra/Boreal
m74aa,карелия,1,region,Boreal
m74ab,стрела,2,artefact,generic
m74ab,лук,2,artefact,"generic, ambiguous (also = onion)"
m74ab,нарты,1,artefact,Tundra/Boreal — sledge pl
m74ab,нарте,1,artefact,Tundra/Boreal
m74b,карелия,1,region,Boreal
m75b,нила,1,river,Desert/Trop. Savanna
m75b1,северный,1,direction,Northern
m75b2,нила,1,river,Desert/Trop. Savanna
m75b2,нил,1,river,Desert/Trop. Savanna
m75b3,азии,1,continent,?
m75b3,европы,1,continent,?
m77,аляски,1,region,Tundra/Boreal
m78,альпы,1,mountain,Mediterranean
m78,северный,1,direction,Northern
m78,карелия,1,region,Boreal
m78,пироги,1,artefact,Trop.
m78a,якутии,1,region,Boreal/Tundra
